questions,contexts,true_answers,predicted_answers,context_relevance,faithfulness,sas
Discuss RoBERTa's contributions to the understanding of effective pretraining strategies in NLP.,"['RoBERTa is trained with dynamic mask-\ning (Section 4.1),FULL -SENTENCES without NSP\nloss (Section 4.2), large mini-batches (Section 4.3)\nand a larger byte-level BPE (Section 4.4).\nAdditionally, we investigate two other impor-\ntant factors that have been under-emphasized in\nprevious work: (1) the data used for pretraining,\nand (2) the number of training passes through the\ndata. For example, the recently proposed XLNet\narchitecture ( Yang et al. ,2019 ) is pretrained us-\ning nearly 10 times more data than the original\nBERT ( Devlin et al. ,2019 ). It is also trained with\na batch size eight times larger for half as many op-\ntimization steps, thus seeing four times as many\nsequences in pretraining compared to BERT.\nTo help disentangle the importance of these fac-\ntors from other modeling choices (e.g., the pre-\ntraining objective), we begin by training RoBERTa\nfollowing the BERT LARGE architecture ( L= 24 ,\nH= 1024 ,A= 16 , 355M parameters). We\npretrain for 100K steps over a comparable B OOK -\nCORPUS plus W IKIPEDIA dataset as was used in\x0cModel data bsz stepsSQuADMNLI-m SST-2(v1.1/2.0)\nRoBERTa\nwith B OOKS + W IKI 16GB 8K 100K 93.6/87.3 89.0 95.3\n+ additional data ( §3.2) 160GB 8K 100K 94.0/87.7 89.3 95.6\n+ pretrain longer 160GB 8K 300K 94.4/88.7 90.0 96.1\n+ pretrain even longer 160GB 8K 500K 94.6/89.4 90.2 96.4\nBERT LARGE\nwith B OOKS + W IKI 13GB 256 1M 90.9/81.8 86.6 93.7\nXLNet LARGE\nwith B OOKS + W IKI 13GB 256 1M 94.0/87.8 88.4 94.4\n+ additional data 126GB 2K 500K 94.5/88.8 89.8 95.6\nTable 4: Development set results for RoBERTa as we pretrain o ver more data (16GB →160GB of text) and pretrain\nfor longer (100K →300K→500K steps). Each row ']","RoBERTa's comprehensive evaluation of pretraining strategies, including the effects of dynamic masking, data size, batch size, and the removal of the NSP objective, contributes valuable insights into the design and optimization of language models. Its success offers guidance for future model development, emphasizing the importance of these previously under-explored factors in achieving high performance in NLP tasks.","RoBERTa has made significant contributions to the understanding of effective pretraining strategies in NLP by emphasizing the importance of factors such as the data used for pretraining and the number of training passes through the data. By training RoBERTa with dynamic masking, full sentences without NSP loss, large mini-batches, and a larger byte-level BPE, the model was able to achieve improved performance. Additionally, RoBERTa's comparison to XLNet and BERT in terms of the amount of data used for pretraining, batch size, and optimization steps provided valuable insights into the impact of these factors on the model's performance. Overall, RoBERTa's experimental results helped elucidate the significance of different pretraining strategies in NLP and paved the way for further advancements in the field.",1.0,1.0,0.85065096616745
"How does Adversarial Filtering (AF) contribute to the creation of HellaSwag, and what unique characteristic does it bring to the dataset?","['(rather than 10%). This helps the\nmodel adapt to SWAG more gradually, with-\nout diverging early on.\nb. For the Adversarial Filtering experiments (for\nboth WikiHow and ActivityNet), we random-\nize some of the hyperaparmeters on each it-\neration. We sample a learning rate between\n1e-5 and4e-5 , using a log-uniform distribu-\ntion. These outer ranges were recommended\nfrom the original BERT paper. Additionally,\nwith probability 0 .5 we use the cased model\n(where the input isn’t originally lowercased\nbefore tokenization), rather than the uncased\nmodel.\nc. During adversarial ﬁltering, we used 3 epochs.\nHowever, we found that adding more epochs\n13The only exception is for the plots where we vary the\nnumber of training examples. In this case, we don’t want\nto disadvantage the trials without much training data (since\nthis would allow for fewer parameter updates). To remedy\nthis, we continue training for 10 epochs and report the best\nvalidation performance over the entire training history.\n11\x0chelped the model during ﬁne-tuning on the ﬁ-\nnal dataset HellaSwag . Our best conﬁguration\nuses 10 epochs.\nd. While ﬁne-tuning on HellaSwag we used a\nlearning rate of 2e-5 .\nE Human validation\nWe performed human validation using the same\nsetup as (Zellers et al., 2018). Humans get six an-\nswers to choose from, of which exactly one is the\ntrue ending and the other ﬁve are from AF. We\nfound that multiple rounds of human validation\nwere especially helpful on ActivityNet. However,\nit helps to do the human validation in an intelli-\ngent way: if the ﬁrst worker is confused, the an-\nswer should be replaced before it goes to the next\nworker. This is a hard problem, so we adopt the\nfollowing approach:\na. We use best practices on mechanical turk, pay-\ning workers fairly ']","AF iteratively selects challenging machine-generated wrong answers by using a series of discriminators, creating a dataset that is robust against model biases and exhibits a 'Goldilocks' zone of complexity.","AF contributes to the creation of HellaSwag by filtering out incorrect answers generated by models, ensuring that only high-quality responses are included in the dataset. The unique characteristic it brings to the dataset is the incorporation of human validation, where humans choose the true ending from a set of options, adding a layer of human judgment to the dataset creation process.",1.0,1.0,0.6581634879112244
What is the impact of removing the NSP loss on RoBERTa's performance across various benchmarks compared to BERT?,"['/ 87.4 86.5 (89.0 / 85.5)\nXLNet (Yang et al., 2019) 2 90.8 / 90.8 92.3 95.1 / 89.7 90.6 / 87.9 85.4 (88.6 / 84.0)\nMegatron-336M 1 89.7 / 90.0 92.3 94.2 / 88.0 88.1 / 84.8 83.0 (86.9 / 81.5)\nMegatron-1.3B 1 90.9 / 91.0 92.6 94.9 / 89.1 90.2 / 87.1 87.3 (90.4 / 86.1)\nMegatron-3.9B 1 91.4 / 91.4 92.7 95.5 / 90.0 91.2 / 88.5 89.5 (91.8 / 88.6)\nALBERT ensemble (Lan et al., 2019) 95.5 / 90.1 91.4 / 88.9 89.4 (91.2 / 88.6)\nMegatron-3.9B ensemble 95.8 / 90.5 91.7 / 89.0 90.9 (93.1 / 90.0)\nFigure 7. Training loss for BERT model using the original architec-\nture (a) and the rearranged architecture (b). Left ﬁgure shows the\ntraining loss for 336M and 752M BERT model. While the original\narchitecture performs well on the 336M model, the modiﬁcations\nin (b) enable stable training with lower training loss.\nUsing the architecture change in Figure 7(b), we consider\nthree different cases as detailed in Table 4. The 336M model\nhas the same size as BERT-large. The 1.3B is the same as\nthe BERT-xlarge conﬁguration that was previously shown\nto get worse results than the 336M BERT-large model (Lan\net al., 2019). We further scale the BERT model using both\nlarger hidden size as well as more layers to arrive at the 3.9B\nparameter case. In all cases, the hidden size per attention\nhead is kept constant at 64. 336M and 1.3B models are\ntrained for 2 million iterations while the 3.9B model is\ntrained for 1.5 million iterations and is still training.\nOn a 3% held-out set, 336M, 1.3B, and 3.9B models achieve\nvalidation set perplexity ']","Removing the NSP loss from RoBERTa's pretraining objective leads to significant improvements in downstream task performance. This finding challenges the initial hypothesis that NSP is crucial for learning sentence relationships, suggesting that masked language modeling alone, under optimal conditions, is sufficient for achieving superior performance.",None,1.0,0.0,0.03702620416879654
In what ways does RoBERTa's training process leverage data size and training duration for improved model performance?,"['RoBERTa is trained with dynamic mask-\ning (Section 4.1),FULL -SENTENCES without NSP\nloss (Section 4.2), large mini-batches (Section 4.3)\nand a larger byte-level BPE (Section 4.4).\nAdditionally, we investigate two other impor-\ntant factors that have been under-emphasized in\nprevious work: (1) the data used for pretraining,\nand (2) the number of training passes through the\ndata. For example, the recently proposed XLNet\narchitecture ( Yang et al. ,2019 ) is pretrained us-\ning nearly 10 times more data than the original\nBERT ( Devlin et al. ,2019 ). It is also trained with\na batch size eight times larger for half as many op-\ntimization steps, thus seeing four times as many\nsequences in pretraining compared to BERT.\nTo help disentangle the importance of these fac-\ntors from other modeling choices (e.g., the pre-\ntraining objective), we begin by training RoBERTa\nfollowing the BERT LARGE architecture ( L= 24 ,\nH= 1024 ,A= 16 , 355M parameters). We\npretrain for 100K steps over a comparable B OOK -\nCORPUS plus W IKIPEDIA dataset as was used in\x0cModel data bsz stepsSQuADMNLI-m SST-2(v1.1/2.0)\nRoBERTa\nwith B OOKS + W IKI 16GB 8K 100K 93.6/87.3 89.0 95.3\n+ additional data ( §3.2) 160GB 8K 100K 94.0/87.7 89.3 95.6\n+ pretrain longer 160GB 8K 300K 94.4/88.7 90.0 96.1\n+ pretrain even longer 160GB 8K 500K 94.6/89.4 90.2 96.4\nBERT LARGE\nwith B OOKS + W IKI 13GB 256 1M 90.9/81.8 86.6 93.7\nXLNet LARGE\nwith B OOKS + W IKI 13GB 256 1M 94.0/87.8 88.4 94.4\n+ additional data 126GB 2K 500K 94.5/88.8 89.8 95.6\nTable 4: Development set results for RoBERTa as we pretrain o ver more data (16GB →160GB of text) and pretrain\nfor longer (100K →300K→500K steps). Each row ']","RoBERTa extensively explores the impact of both increased data size and prolonged training duration, demonstrating that both factors significantly contribute to enhanced model performance. Training over larger datasets and for more steps than BERT allows RoBERTa to better generalize and excel on downstream tasks.","RoBERTa's training process leverages data size by pretraining over a range of data sizes from 16GB to 160GB, and also leverages training duration by pretraining for longer durations ranging from 100K steps to 500K steps. This approach results in improved model performance as demonstrated by the development set results.",1.0,1.0,0.8111979365348816
What defines the Task2Vec embedding's ability to capture the complexity of a visual classification task and its semantic relationships?,"['embedding (distance from origin) and test error obtained on the task.\nnear the decision boundary since p(1−p)is maximized at\np= 1/2. Compare this to the covariance matrix of the data,\nC0, to which all data points contribute equally. Instead, in\nTASK 2VEC information on the domain is based on data near\nthe decision boundary (task-weighted domain embedding).\nEncoding useful features for the task: The FIM de-\npends on the curvature of the loss function with the diagonal\nentries capturing the sensitivity of the loss to model param-\neters. Speciﬁcally, in the two-layer model one can see that,\nif a given feature is uncorrelated with y, the correspond-\ning blocks of Fare zero. In contrast, a domain embedding\nbased on feature activations of the probe network (e.g., C1)\nonly reﬂects which features vary over the dataset without\nindication of whether they are relevant to the task.\n3. Similarity Measures on the Space of Tasks\nWhat metric should be used on the space of tasks? This\ndepends critically on the meta-task we are considering. As a\nmotivation, we concentrate on the meta-task of selecting the\npre-trained feature extractor from a set in order to obtain the\nbest performance on a new training task. There are several\nnatural metrics that may be considered for this meta-task.\nIn this work, we mainly consider:\nTaxonomic distance For some tasks, there is a natural no-\ntion of semantic similarity, for instance deﬁned by sets of\ncategories organized in a taxonomic hierarchy where each\ntask is classiﬁcation inside a subtree of the hierarchy ( e.g.,\nwe may say that classifying breeds of dogs is closer to clas-siﬁcation of cats than it is to classiﬁcation of species of\nplants). In this setting, ']","Task2Vec embedding utilizes the Fisher Information Matrix (FIM) computed from a probe network's parameters, capturing the task's complexity and semantic relationships by representing tasks as elements in a vector space.","The Task2Vec embedding's ability to capture the complexity of a visual classification task and its semantic relationships is defined by the task-weighted domain embedding, which focuses on data near the decision boundary and considers the curvature of the loss function. Additionally, the metric used on the space of tasks, such as taxonomic distance, plays a crucial role in capturing the semantic relationships between different tasks.",0.6666666666666666,1.0,0.7510837316513062
How does Task2Vec's embedding relate to the difficulty and domain characteristics of a task?,"['embedding (distance from origin) and test error obtained on the task.\nnear the decision boundary since p(1−p)is maximized at\np= 1/2. Compare this to the covariance matrix of the data,\nC0, to which all data points contribute equally. Instead, in\nTASK 2VEC information on the domain is based on data near\nthe decision boundary (task-weighted domain embedding).\nEncoding useful features for the task: The FIM de-\npends on the curvature of the loss function with the diagonal\nentries capturing the sensitivity of the loss to model param-\neters. Speciﬁcally, in the two-layer model one can see that,\nif a given feature is uncorrelated with y, the correspond-\ning blocks of Fare zero. In contrast, a domain embedding\nbased on feature activations of the probe network (e.g., C1)\nonly reﬂects which features vary over the dataset without\nindication of whether they are relevant to the task.\n3. Similarity Measures on the Space of Tasks\nWhat metric should be used on the space of tasks? This\ndepends critically on the meta-task we are considering. As a\nmotivation, we concentrate on the meta-task of selecting the\npre-trained feature extractor from a set in order to obtain the\nbest performance on a new training task. There are several\nnatural metrics that may be considered for this meta-task.\nIn this work, we mainly consider:\nTaxonomic distance For some tasks, there is a natural no-\ntion of semantic similarity, for instance deﬁned by sets of\ncategories organized in a taxonomic hierarchy where each\ntask is classiﬁcation inside a subtree of the hierarchy ( e.g.,\nwe may say that classifying breeds of dogs is closer to clas-siﬁcation of cats than it is to classiﬁcation of species of\nplants). In this setting, ']","The embedding's norm correlates with task difficulty, while its orientation and distance from other embeddings capture domain characteristics and task similarities.","Task2Vec's embedding relates to the difficulty and domain characteristics of a task by focusing on data near the decision boundary, which is where the task is more challenging. This task-weighted domain embedding encodes useful features for the task based on the curvature of the loss function, capturing the sensitivity of the loss to model parameters. In contrast, a domain embedding based on feature activations only reflects which features vary over the dataset without indicating their relevance to the task. This approach helps in selecting the pre-trained feature extractor that will provide the best performance on a new training task by considering taxonomic distance and semantic similarity between tasks.",0.6666666666666666,1.0,0.6726381182670593
How does Task2Vec differentiate itself from traditional domain embeddings and other task representation methods?,"['embedding (distance from origin) and test error obtained on the task.\nnear the decision boundary since p(1−p)is maximized at\np= 1/2. Compare this to the covariance matrix of the data,\nC0, to which all data points contribute equally. Instead, in\nTASK 2VEC information on the domain is based on data near\nthe decision boundary (task-weighted domain embedding).\nEncoding useful features for the task: The FIM de-\npends on the curvature of the loss function with the diagonal\nentries capturing the sensitivity of the loss to model param-\neters. Speciﬁcally, in the two-layer model one can see that,\nif a given feature is uncorrelated with y, the correspond-\ning blocks of Fare zero. In contrast, a domain embedding\nbased on feature activations of the probe network (e.g., C1)\nonly reﬂects which features vary over the dataset without\nindication of whether they are relevant to the task.\n3. Similarity Measures on the Space of Tasks\nWhat metric should be used on the space of tasks? This\ndepends critically on the meta-task we are considering. As a\nmotivation, we concentrate on the meta-task of selecting the\npre-trained feature extractor from a set in order to obtain the\nbest performance on a new training task. There are several\nnatural metrics that may be considered for this meta-task.\nIn this work, we mainly consider:\nTaxonomic distance For some tasks, there is a natural no-\ntion of semantic similarity, for instance deﬁned by sets of\ncategories organized in a taxonomic hierarchy where each\ntask is classiﬁcation inside a subtree of the hierarchy ( e.g.,\nwe may say that classifying breeds of dogs is closer to clas-siﬁcation of cats than it is to classiﬁcation of species of\nplants). In this setting, ']","Unlike domain embeddings that focus on input data distribution, Task2Vec uniquely represents tasks based on the joint input-output distribution's structure, offering a novel perspective on task similarity and complexity.","Task2Vec differentiates itself from traditional domain embeddings and other task representation methods by focusing on data near the decision boundary (task-weighted domain embedding) rather than considering all data points equally. Traditional domain embeddings like C0 consider all data points contributing equally, while Task2Vec captures information on which features vary over the dataset near the decision boundary. It also considers the sensitivity of the loss function to model parameters and captures the relevance of features to the task, unlike traditional domain embeddings.",1.0,1.0,0.8289082050323486
How does Task2Vec ensure its task embeddings are invariant to the number of classes and label semantics within a dataset?,"['we can deﬁne\nDtax(ta,tb) = min\ni∈Sa,j∈Sbd(i,j),\nwhereSa,Sbare the sets of categories in task ta,tband\nd(i,j)is an ultrametric or graph distance in the taxonomy\ntree. Notice that this is a proper distance, and in particular\nit is symmetric.\nTransfer distance. We deﬁne the transfer (or ﬁne-tuning)\ngain from a task tato a tasktb(which we improperly call\ndistance, but is not necessarily symmetric or positive) as\nthe difference in expected performance between a model\ntrained for task tbfrom a ﬁxed initialization (random or pre-\ntrained), and the performance of a model ﬁne-tuned for task\ntbstarting from a solution of task ta:\nDft(ta→tb) =E[ℓa→b]−E[ℓb]\nE[ℓb],\nwhere the expectations are taken over all trainings with the\nselected architecture, training procedure and network ini-\ntialization,ℓbis the ﬁnal test error obtained by training on\ntaskbfrom the chosen initialization, and ℓa→bis the error\nobtained instead when starting from a solution to task aand\nthen ﬁne-tuning (with the selected procedure) on task tb.\n3.1. Symmetric and asymmetric TASK 2VECmetrics\nBy construction, the Fisher embedding on which\nTASK 2VEC is based captures fundamental information\x0cabout the structure of the task. We may therefore expect\nthat the distance between two embeddings correlate posi-\ntively with natural metrics on the space of tasks. However,\nthere are two problems in using the Euclidean distance be-\ntween embeddings: the parameters of the network have dif-\nferent scales, and the norm of the embedding is affected by\ncomplexity of the task and the number of samples used to\ncompute the embedding.\nSymmetric TASK 2VEC distance To make the distance\ncomputation robust, we propose to use the cosine distance\nbetween normalized embeddings:\ndsym(Fa,Fb) =dcos(Fa\nFa+Fb,Fb\nFa+Fb)\n,\nwheredcosis the cosine distance, FaandFbare the two\ntask embeddings ( i.e., the diagonal of the Fisher Informa-\ntion computed on the same probe network), and ']","By basing the embeddings on the structure of the task via the FIM, Task2Vec creates representations that are independent of class count or label semantics, focusing on the task's intrinsic characteristics.","Task2Vec ensures its task embeddings are invariant to the number of classes and label semantics within a dataset by computing the cosine distance between normalized embeddings, which helps to make the distance computation robust. By using the cosine distance, Task2Vec takes into account the relative orientation of the embeddings rather than their absolute values, making the embeddings invariant to factors such as the number of classes and label semantics.",1.0,1.0,0.8122020959854126
How does Task2Vec handle the variance in data size and complexity across different tasks in its embeddings?,"['depends on the cross-entropy in a neighborhood\nofˆwof size Λ−1. As in the standard Fisher computation,\nwe estimate one parameter per ﬁlter, rather than per weight,\nwhich in practice means that we constrain Λii= Λjjwhen-\neverwiandwjbelongs to the same ﬁlter. In this case, opti-\nmization ofL( ˆw; Λ)can be done efﬁciently using the local\nreparametrization trick of [18].\n2.2. Properties of the TASK 2VECembedding\nThe task embedding we just deﬁned has a number of\nuseful properties. For illustrative purposes, consider a two-\nlayer sigmoidal network for which an analytic expression\ncan be derived (see Supplementary Materials). The FIM\nof the feature extractor parameters can be written using the\nKronecker product as\nF=Ex,y∼ˆp(x)pw(y|x)[(y−p)2·S⊗xxT]\nwherep=pw(y= 1|x)and the matrix S=wwT⊙zzT⊙\n(1−z)(1−z)Tis an element-wise product of classiﬁer\nweightswand ﬁrst layer feature activations z. It is informa-\ntive to compare this expression to an embedding based only\non the dataset domain statistics, such as the (non-centered)\ncovarianceC0=E[\nxxT]\nof the input data or the covari-\nanceC1=E[\nzzT]\nof the feature activations. One could\ntake such statistics as a representative domain embedding\nsince they only depend on the marginal distribution p(x)in\ncontrast to the FIM task embedding , which depends on the\njoint distribution p(x,y). These simple expressions high-\nlight some important (and more general) properties of the\nFisher embedding we now describe.\nInvariance to the label space: The task embedding does\nnot directly depend on the task labels, but only on the pre-\ndicted distribution pw(y|x)of the trained model. Infor-\nmation about the ground-truth labels yis encoded in the\nweightswwhich are a sufﬁcient statistic of the task [5]. In\nparticular, the task embedding is invariant to permutations\nof the labels y, and has ﬁxed dimension (number of ﬁlters\nof the feature extractor) regardless of the output space (e.g.,\nk-way classiﬁcation with ']","Through robust Fisher computation, Task2Vec accommodates variance in data size and complexity, ensuring embeddings remain informative by adjusting for irregularities in the loss landscape.",None,0.5,1.0,0.027149593457579613
"How does GLM-130B's architecture differ from traditional GPT-style models, and what are its key features?","['from all of our generous partners, we\nfinally succeeded in making our pre-training algorithms runnable across all the platforms—frankly,\na surprising achievement for this project. The timeline of GLM-130B in Figure 21 covers most of\nthe issues we have encountered and addressed as of this writing.\nOn April 26th, we received a generous computing sponsorship from Zhipu.AI — an AI startup that\naims to teach machines to think like humans. After another week of testing, we finally kicked off\nthe training of the GLM-130B model on its 96 A100 (40G * 8) servers on May 6th. Additionally,\nZhipu.AI also sent a team to help evaluate the pre-trained model and build a demonstration website.\nThe training period spanned two months, during which we began developing a toolkit to allow GLM-\n130B’s inference in low-resource setting with swapping technique and quantization. Though it is\nalready the most accessible model of its scale, together with our partner from Tsinghua NLP, we have\nbeen exploring the limit of popularized hardware platforms, which would truly make the 100B-scale\nmodel accessible to as many people as possible. To date, we managed to reach the INT4 weight\nquantization for GLM-130B. Importantly, the INT4 version of GLM-130B without post training\n16This section is largely extracted and updated from the blog introduction of GLM-130B at http://keg.\ncs.tsinghua.edu.cn/glm-130b/ (Posted date: August 4, 2022).\n53\x0cPublished as a conference paper at ICLR 2023\n2021.12•The “千亿”(100B) project towardsan opendensepre-trained GLM at 100B scale isconceived•Survey pre-trainingstrategies of existing models of similar scale,suchasGPT-3,Gopher=> Limited public infoabout how they were trainedand issues they met•SearchforpossibleGPUclusters&sponsors2022.1•TesttheperformanceofFP16/FP32at100Bscaleononetestingcluster•UnexpectedexcessivememoryusageinGLM=> Torchisbetterwithfixedlengthinputsequences•InabilitytoconvergeandtrytricksfromCogViewandViT=> UseSandwich-LN•Frequentrandomhardwarefailures=> HavetorunHCPGtestbeforeeachrun2022.2•Veryslowtrainingspeedthanpreviouslycalculated=>Optimizekernelsandfuseoperators=>Findtheinputshapeiscriticaltokernelperformance•Collectpre-trainingcorporaandtokenize=>Useicetk:thesentencepieceissettotheunigrammode•Debugthe3Dpipelineparallelinthenewly-releasedMegatronandDeepSpeed2022.3•Itcan’trecoverperfectlyfromcheckpoints=>Ourcustomizeddataloaderdonotsaveitsstateseedproperlyindistributedtraining•Thememoryperprocessoristoosmall=>Requiretoomanypipelinestages=>Batchsizeistoolarge(upto12,000)=>Harmthemodel’sconvergency•Itcan’tlaunchmorethan2,000computingnodes=>Overcomethisandsupport6,000-nodetrainingbytuningLinuxkernelTCPparameters•Collectdataformulti-taskinstructionpre-training•Receiveopportunitiestotesttrainingsonseveralotherclusters•Veryslowtrainingspeedthanexpected=>Theunderlyingelement-wiseoperatorsdon’tsupportfastcomputationonlarge-dimensionvectors.2022.4•OptimizeA100kernel’scomputingefficiency=>A100kernelsprefersquare-shapedinputs,andseq_len=2,048isoptimalforourhidden-statedimension(12,288)•Inabilitytoconvergeduetolargegradientnorms(170+)ofinputembeddings=>Tryembeddingnormandgradientshrink,whichturnouttobealmostequivalent•Naïvepost-LNorpre-LNdisconvergesafterseveralthousandsofsteps=>TrySandwich-LNwithPB-Relax•Itstilldisconvergesafteroneweek’strial=>Thedataloaderstateseedsarenotunifiedfordifferentpipelinestages,resultinginamismatchofinputdataandlabels.•Testtwopositionalencodings:RoPEandAlibi=>Alibicanbeslowerasitrequireselement-wisemanipulationonattentionmatrices---changingnum_heads*2,048* 2,048scalarsperlayer•TestGeGLUandGAU=>GAUconvergesfasterwithrelativelypoorperformanceonfine-tunedSuperGLUE•AbnormalGPUmemoryusageofnewly-addedfunctionsandclasses=>DeepSpeedhardcodesthefunctionnamesforcheckpointactivation•DecidetotrainGLMwith130billionparameters=>allowinferenceonaDGX-A10040Gnode2022.5-6•ImplementaRoPEcudaoperatorinC++=>Seeunexpectedprecisionerrorsandfinallyhaveitabandoned•Sandwich-LNstilldisconverges=>1)Reducinglearningratedoesnothelp;2)UsingHingecross-entropybecomesslowerandharmsperformance;3)ShiftingtoDeepNormstilldisconverges•UseFP32insoftmaxofattention=>Success•FindPB-RelaxunnecessaryforFP32softmax=>Italsoslowsdowntrainingasitneedstomanipulatethewholeattentionscorematrices•Experiencefewspikesinlatertraining=>1)Reducegradientshrinkfactorfrom1to0.1:useful;2)Reducethelearningrate:sometimesuseful;3)Jumpthenoisydatabatches:sometimesuseful•Findamistakeinmulti-taskdataaftertrainingfor20,000steps=>Usethecorrectdatabutitdoesnotforget2022.6-7•AdaptthepipelineparallelcheckpointstoordinaryparallelcheckpointsforefficientinferenceonasingleA100•Workonevaluationscriptsondatasets:MMLU,Big-bench,CLUE,SuperCLUE,etc.•ImplementP-TuningandP-Tuningv2forparameter-efficienttuningonGLM-130BfortuningonSuperGLUE•WorkwithBMInfonadaptingGLM-130BtoperforminferenceonasingleV100or3090=>Usepipeline-styleasynchronousswappingbetweenmainmemoryandGPUmemory•Trytofine-tuneGLM-130BwithfewerA100nodes(i.e.,12-16nodes)=>Pipeline-stylefailsduetotoomanypipelinestages=>Findthatdataparallelcannotbeintroducedforfine-tuning=>Use32-waymodelparallelforfine-tuningwithreasonableperformance\nMajorIssuesEncounteredforTrainingGLM-130B\nhttps://github.com/THUDM/GLM-130BTsinghuaKEG\nFigure 21: The timeline of major issues that training GLM-130B encountered and ']","Unlike GPT-style architectures, GLM-130B is based on the General Language Model (GLM) framework with bidirectional attention and autoregressive blank infilling, enabling more effective context comprehension.","GLM-130B's architecture differs from traditional GPT-style models by implementing innovative features such as INT4 weight quantization, Sandwich-LN for convergence, geometric learning units (GAU), and RoPE and Alibi positional encodings. Its key features include optimized A100 kernel computing efficiency, ability to support inference on a DGX-A100 40G node, and the use of FP32 in softmax of attention. Additionally, GLM-130B also features P-Tuning and P-Tuningv2 for parameter-efficient tuning on SuperGLUE, adapting pipeline-style asynchronous swapping for efficient inference, and utilizing 32-way model parallel for fine-tuning with reasonable performance.",1.0,1.0,0.7368240356445312
